Normalized_URL,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/gammarer/aws-secure-cloudfront-origin-bucket,666729,com.gammarer:aws-secure-cloudfront-origin-bucket,https://github.com/gammarer/aws-secure-cloudfront-origin-bucket.git,https://github.com/gammarer/aws-secure-cloudfront-origin-bucket.git,231687,gammarer.aws-secure-cloudfront-origin-bucket,https://github.com/gammarer/aws-secure-cloudfront-origin-bucket.git,https://github.com/gammarer/aws-secure-cloudfront-origin-bucket.git
github.com/gammarer/aws-secure-bucket,666730,com.gammarer:aws-secure-bucket,https://github.com/gammarer/aws-secure-bucket.git,https://github.com/gammarer/aws-secure-bucket.git,231686,gammarer.aws-secure-bucket,https://github.com/gammarer/aws-secure-bucket.git,https://github.com/gammarer/aws-secure-bucket.git
github.com/gammarer/aws-rds-database-running-scheduler,666731,com.gammarer:aws-rds-database-running-scheduler,https://github.com/gammarer/aws-rds-database-running-scheduler.git,https://github.com/gammarer/aws-rds-database-running-scheduler.git,231685,gammarer.aws-rds-database-running-scheduler,https://github.com/gammarer/aws-rds-database-running-scheduler.git,https://github.com/gammarer/aws-rds-database-running-scheduler.git
github.com/gammarer/aws-frontend-web-app-deploy-stack,666732,com.gammarer:aws-frontend-web-app-deploy-stack,https://github.com/gammarer/aws-frontend-web-app-deploy-stack.git,https://github.com/gammarer/aws-frontend-web-app-deploy-stack.git,231684,gammarer.aws-frontend-web-app-deploy-stack,https://github.com/gammarer/aws-frontend-web-app-deploy-stack.git,https://github.com/gammarer/aws-frontend-web-app-deploy-stack.git
github.com/yicr/aws-ecs-fargate-task-termination-detection-event-rule,666733,com.gammarer:aws-ecs-fargate-task-termination-detection-event-rule,https://github.com/yicr/aws-ecs-fargate-task-termination-detection-event-rule.git,https://github.com/yicr/aws-ecs-fargate-task-termination-detection-event-rule.git,231683,gammarer.aws-ecs-fargate-task-termination-detection-event-rule,https://github.com/yicr/aws-ecs-fargate-task-termination-detection-event-rule.git,https://github.com/yicr/aws-ecs-fargate-task-termination-detection-event-rule.git
github.com/gammarer/aws-ec2-instance-connect-custom-resource,666735,com.gammarer:aws-ec2-instance-connect-custom-resource,https://github.com/gammarer/aws-ec2-instance-connect-custom-resource.git,https://github.com/gammarer/aws-ec2-instance-connect-custom-resource.git,231681,gammarer.aws-ec2-instance-connect-custom-resource,https://github.com/gammarer/aws-ec2-instance-connect-custom-resource.git,https://github.com/gammarer/aws-ec2-instance-connect-custom-resource.git
github.com/gammarer/aws-ec2-auto-scaling-instance-running-scheduler,666736,com.gammarer:aws-ec2-auto-scaling-instance-running-scheduler,https://github.com/gammarer/aws-ec2-auto-scaling-instance-running-scheduler.git,https://github.com/gammarer/aws-ec2-auto-scaling-instance-running-scheduler.git,231680,gammarer.aws-ec2-auto-scaling-instance-running-scheduler,https://github.com/gammarer/aws-ec2-auto-scaling-instance-running-scheduler.git,https://github.com/gammarer/aws-ec2-auto-scaling-instance-running-scheduler.git
github.com/gammarer/aws-daily-cloud-watch-logs-archiver,666738,com.gammarer:aws-daily-cloud-watch-logs-archiver,https://github.com/gammarer/aws-daily-cloud-watch-logs-archiver.git,https://github.com/gammarer/aws-daily-cloud-watch-logs-archiver.git,231677,gammarer.aws-daily-cloud-watch-logs-archiver,https://github.com/gammarer/aws-daily-cloud-watch-logs-archiver.git,https://github.com/gammarer/aws-daily-cloud-watch-logs-archiver.git
github.com/gammarer/aws-daily-cloud-watch-logs-archive-stack,666739,com.gammarer:aws-daily-cloud-watch-logs-archive-stack,https://github.com/gammarer/aws-daily-cloud-watch-logs-archive-stack.git,https://github.com/gammarer/aws-daily-cloud-watch-logs-archive-stack.git,231678,gammarer.aws-daily-cloud-watch-logs-archive-stack,https://github.com/gammarer/aws-daily-cloud-watch-logs-archive-stack.git,https://github.com/gammarer/aws-daily-cloud-watch-logs-archive-stack.git
github.com/factset/stach-extensions,672536,com.factset.protobuf:stachextensions,https://github.com/factset/stach-extensions,http://github.com/factset/stach-extensions/tree/master,208542,fds.protobuf.stach.extensions,https://github.com/factset/stach-extensions,https://github.com/factset/stach-extensions
github.com/exonum/exonum-java-binding,674089,com.exonum.binding:exonum-java-binding-parent,https://github.com/exonum/exonum-java-binding/tree/master/exonum-java-binding,https://github.com/exonum/exonum-java-binding,199513,exonum-launcher-java-plugins,https://github.com/exonum/exonum-java-binding,https://github.com/exonum/exonum-java-binding
github.com/th2-net/th2-read-db,674262,com.exactpro.th2:grpc-read-db,https://github.com/th2-net/th2-read-db,https://github.com/th2-net/th2-read-db,647282,th2-grpc-read-db,https://github.com/th2-net/th2-read-db,https://github.com/th2-net/th2-read-db
github.com/th2-net/th2-grpc-woodpecker,674257,com.exactpro.th2:grpc-woodpecker,https://github.com/th2-net/th2-grpc-woodpecker,https://github.com/th2-net/th2-grpc-woodpecker,647287,th2-grpc-woodpecker,https://github.com/th2-net/th2-grpc-woodpecker,https://github.com/th2-net/th2-grpc-woodpecker
github.com/th2-net/th2-grpc-util,674258,com.exactpro.th2:grpc-util,https://github.com/th2-net/th2-grpc-util,https://github.com/th2-net/th2-grpc-util,647286,th2-grpc-util,https://github.com/th2-net/th2-grpc-util,https://github.com/th2-net/th2-grpc-util
github.com/th2-net/th2-grpc-sim-template,674259,com.exactpro.th2:grpc-sim-template,https://github.com/th2-net/th2-grpc-sim-template,https://github.com/th2-net/th2-grpc-sim-template,647285,th2-grpc-sim-template,https://github.com/th2-net/th2-grpc-sim-template,https://github.com/th2-net/th2-grpc-sim-template
github.com/th2-net/th2-grpc-sim,674260,com.exactpro.th2:grpc-sim,https://github.com/th2-net/th2-grpc-sim,https://github.com/th2-net/th2-grpc-sim,647284,th2-grpc-sim,https://github.com/th2-net/th2-grpc-sim,https://github.com/th2-net/th2-grpc-sim
github.com/th2-net/th2-grpc-hand,674264,com.exactpro.th2:grpc-hand,https://github.com/th2-net/th2-grpc-hand,https://github.com/th2-net/th2-grpc-hand,647280,th2-grpc-hand,https://github.com/th2-net/th2-grpc-hand,https://github.com/th2-net/th2-grpc-hand
github.com/th2-net/th2-grpc-generator-template,674265,com.exactpro.th2:grpc-generator-template,https://github.com/th2-net/th2-grpc-generator-template,https://github.com/th2-net/th2-grpc-generator-template,647279,th2-grpc-generator-template,https://github.com/th2-net/th2-grpc-generator-template,https://github.com/th2-net/th2-grpc-generator-template
github.com/th2-net/th2-grpc-crawler-data-service,674267,com.exactpro.th2:grpc-crawler-data-service,https://github.com/th2-net/th2-grpc-crawler-data-service,https://github.com/th2-net/th2-grpc-crawler-data-service,647277,th2-grpc-crawler-data-service,https://github.com/th2-net/th2-grpc-crawler-data-service,https://github.com/th2-net/th2-grpc-crawler-data-service
github.com/th2-net/th2-grpc-crawler-data-processor,674268,com.exactpro.th2:grpc-crawler-data-processor,https://github.com/th2-net/th2-grpc-crawler-data-processor,https://github.com/th2-net/th2-grpc-crawler-data-processor,647276,th2-grpc-crawler-data-processor,https://github.com/th2-net/th2-grpc-crawler-data-processor,https://github.com/th2-net/th2-grpc-crawler-data-processor
github.com/th2-net/th2-grpc-conn,674269,com.exactpro.th2:grpc-conn,https://github.com/th2-net/th2-grpc-conn,https://github.com/th2-net/th2-grpc-conn,647274,th2-grpc-conn,https://github.com/th2-net/th2-grpc-conn,https://github.com/th2-net/th2-grpc-conn
github.com/th2-net/th2-grpc-codec,674271,com.exactpro.th2:grpc-codec,https://github.com/th2-net/th2-grpc-codec,https://github.com/th2-net/th2-grpc-codec,647272,th2-grpc-codec,https://github.com/th2-net/th2-grpc-codec,https://github.com/th2-net/th2-grpc-codec
github.com/th2-net/th2-grpc-check2-recon,674272,com.exactpro.th2:grpc-check2-recon,https://github.com/th2-net/th2-grpc-check2-recon,https://github.com/th2-net/th2-grpc-check2-recon,647271,th2-grpc-check2-recon,https://github.com/th2-net/th2-grpc-check2-recon,https://github.com/th2-net/th2-grpc-check2-recon
github.com/th2-net/th2-grpc-books-validation,674274,com.exactpro.th2:grpc-books-validation,https://github.com/th2-net/th2-grpc-books-validation.git,https://github.com/th2-net/th2-grpc-books-validation.git,647269,th2-grpc-books-validation,https://github.com/th2-net/th2-grpc-books-validation.git,https://github.com/th2-net/th2-grpc-books-validation.git
github.com/th2-net/th2-grpc-act-uiframework-win-demo,674275,com.exactpro.th2:grpc-act-uiframework-win-demo,https://github.com/th2-net/th2-grpc-act-uiframework-win-demo,https://github.com/th2-net/th2-grpc-act-uiframework-win-demo,647268,th2-grpc-act-uiframework-win-demo,https://github.com/th2-net/th2-grpc-act-uiframework-win-demo,https://github.com/th2-net/th2-grpc-act-uiframework-win-demo
github.com/th2-net/th2-grpc-act-uiframework-web-demo,674276,com.exactpro.th2:grpc-act-uiframework-web-demo,https://github.com/th2-net/th2-grpc-act-uiframework-web-demo,https://github.com/th2-net/th2-grpc-act-uiframework-web-demo,647266,th2-grpc-act-uiframework-web-demo,https://github.com/th2-net/th2-grpc-act-uiframework-web-demo,https://github.com/th2-net/th2-grpc-act-uiframework-web-demo
github.com/th2-net/th2-grpc-act-ui-framework-demo,674277,com.exactpro.th2:grpc-act-ui-framework-demo,https://github.com/th2-net/th2-grpc-act-ui-framework-demo,https://github.com/th2-net/th2-grpc-act-ui-framework-demo,647267,th2-grpc-act-ui-framework-win-demo,https://github.com/th2-net/th2-grpc-act-ui-framework-demo,https://github.com/th2-net/th2-grpc-act-ui-framework-demo
github.com/th2-net/th2-grpc-act-ssh,674279,com.exactpro.th2:grpc-act-ssh,https://github.com/th2-net/th2-grpc-act-ssh,https://github.com/th2-net/th2-grpc-act-ssh,647262,th2-grpc-act-ssh,https://github.com/th2-net/th2-grpc-act-ssh,https://github.com/th2-net/th2-grpc-act-ssh
github.com/eshioji/hotvect,675081,com.eshioji.hotvect:hotvect-parent,${hotvect.url},https://github.com/eshioji/hotvect,267590,hotvect,https://github.com/eshioji/hotvect,https://github.com/eshioji/hotvect
github.com/draegerwerk/t2iapi,680421,com.draeger.medical:t2iapi,https://github.com/Draegerwerk/t2iapi,https://github.com/Draegerwerk/t2iapi,632317,t2iapi,https://github.com/Draegerwerk/t2iapi,https://github.com/Draegerwerk/t2iapi
github.com/docxmerge/docxmerge-sdk,680765,com.docxmerge:api,https://github.com/Docxmerge/docxmerge-sdk,https://github.com/Docxmerge/docxmerge-sdk,170279,docxmerge-sdk,https://github.com/Docxmerge/docxmerge-sdk,https://github.com/Docxmerge/docxmerge-sdk
github.com/didi/dreambox,683344,com.didiglobal.dreambox:catalog,https://github.com/didi/dreambox,https://github.com/didi/dreambox.git,167782,dmb-cli,https://github.com/didi/DreamBox/tree/master/cli,https://github.com/didi/DreamBox/tree/master/cli
github.com/datorama/timbermill,684976,com.datorama.oss:timbermill-api,https://github.com/datorama/Timbermill,https://github.com/datorama/Timbermill/tree/master,650903,timbermill,https://github.com/datorama/Timbermill,https://github.com/datorama/Timbermill
github.com/datastrato/gravitino,685064,com.datastrato.gravitino:api,https://datastrato.ai,https://github.com/datastrato/gravitino,251185,gravitino,https://github.com/datastrato/gravitino,https://github.com/datastrato/gravitino
github.com/databrickslabs/transpiler,685714,com.databricks.labs:transpiler,https://github.com/databrickslabs/transpiler,https://github.com/databrickslabs/transpiler/tree/v${project.version},133695,dbl-transpiler,https://github.com/databrickslabs/transpiler,https://github.com/databrickslabs/transpiler
github.com/databrickslabs/lakebridge,685720,com.databricks.labs:databricks-morph-plugin,https://github.com/databrickslabs/lakebridge/blob/main/README.md,https://github.com/databrickslabs/lakebridge,128822,databricks-switch-plugin,https://pypi.org/project/databricks-switch-plugin/,https://github.com/databrickslabs/lakebridge
github.com/sryza/spark-timeseries,693510,com.cloudera.sparkts:sparkts,http://sryza.github.io/spark-timeseries,scm:git:https://github.com/sryza/spark-timeseries.git,607676,sparktsX,https://github.com/sryza/spark-timeseries,https://github.com/sryza/spark-timeseries
github.com/boozallen/aissemble-universal-config,699117,com.boozallen.aissemble:aissemble-universal-config,https://github.com/boozallen/aissemble-universal-config,https://github.com/boozallen/aissemble-universal-config,15317,aissemble-universal-config-loader,https://github.com/boozallen/aissemble-universal-config,https://github.com/boozallen/aissemble-universal-config
github.com/boozallen/aissemble,699130,com.boozallen.aissemble:aissemble-root,https://github.com/boozallen/aissemble,https://github.com/boozallen/aissemble,15316,aissemble-test-data-delivery-pyspark-model-basic,https://github.com/boozallen/aissemble,https://github.com/boozallen/aissemble
github.com/boozallen/aissemble-open-inference-protocol,699144,com.boozallen.aissemble:aissemble-open-inference-protocol,https://github.com/boozallen/aissemble-open-inference-protocol,https://github.com/boozallen/aissemble-open-inference-protocol,15314,aissemble-open-inference-protocol-shared,https://github.com/boozallen/aissemble-open-inference-protocol,https://github.com/boozallen/aissemble-open-inference-protocol
github.com/atatc/arsa,707041,com.atatctech:arsa,https://github.com/ATATC/ARSA,https://github.com/ATATC/ARSA,33421,arsa,https://github.com/ATATC/ARSA,https://github.com/ATATC/ARSA
github.com/alipay/antchain-openapi-prod-sdk,763331,cn.com.antcloud.api:antcloud-api-marketingagent,https://www.cloud.alipay.com,https://github.com/alipay/antchain-openapi-prod-sdk,25817,antchain-zolozfaceverify,https://github.com/alipay/antchain-openapi-prod-sdk,https://github.com/alipay/antchain-openapi-prod-sdk
github.com/alipay/antchain-openapi-util-sdk,712271,com.antgroup.antchain.openapi:antchain-util,http://www.aliyun.com,https://github.com/alipay/antchain-openapi-util-sdk,25686,antchain-alipay-util,https://github.com/alipay/antchain-openapi-util-sdk,https://github.com/alipay/antchain-openapi-util-sdk
github.com/alttester/alttester-unity-sdk,714222,com.alttester:alttester,https://github.com/alttester/AltTester-Unity-SDK,https://github.com/alttester/AltTester-Unity-SDK/tree/master,21119,alttester-robotframework-library,https://alttester.com/docs/sdk/latest/,https://github.com/alttester/AltTester-Unity-SDK
github.com/chadharrington/all_spark_cube,714372,com.allsparkcube:cube_client,https://github.com/chadharrington/all_spark_cube,https://github.com/chadharrington/all_spark_cube/tags/0.6 release,20142,all_spark_cube_client,https://github.com/chadharrington/all_spark_cube,https://github.com/chadharrington/all_spark_cube
github.com/aliyun/darabonba-openapi-util,714920,com.aliyun:openapiutil,http://www.aliyun.com,https://github.com/aliyun/darabonba-openapi-util,18535,alibabacloud-openapi-util-py2,https://github.com/aliyun/darabonba-openapi-util,https://github.com/aliyun/darabonba-openapi-util
github.com/aliyun/darabonba-time,715492,com.aliyun:darabonba-time,http://www.aliyun.com,https://github.com/aliyun/darabonba-time,18040,alibabacloud-darabonba-time,https://github.com/aliyun/darabonba-time,https://github.com/aliyun/darabonba-time
github.com/aliyun/aliyun-ccp,715585,com.aliyun:ccp-baseclient,http://www.aliyun.com,https://github.com/aliyun/aliyun-ccp,18549,alibabacloud-osspath-sdk,https://github.com/aliyun/aliyun-ccp,https://github.com/aliyun/aliyun-ccp
github.com/alibaba/mnn,718516,com.alibaba.android.workbench:mnndebug,https://github.com/alibaba/MNN,https://github.com/alibaba/MNN,366288,MNNCV,https://github.com/alibaba/MNN,https://github.com/alibaba/MNN
github.com/alibaba/alink,718658,com.alibaba.alink:alink,https://github.com/alibaba/Alink,https://github.com/alibaba/Alink,486709,pyalink-flink-1.9,https://github.com/alibaba/Alink,https://github.com/alibaba/Alink
github.com/4paradigm/sparkfe,723223,com.4paradigm.hybridsql:sparkfe,https://github.com/4paradigm/SparkFE,https://github.com/4paradigm/SparkFE,210154,fetool,https://github.com/4paradigm/SparkFE,https://github.com/4paradigm/SparkFE
github.com/xiangxinai/xiangxin-guardrails,727729,cn.xiangxinai:xiangxinai-java,https://xiangxinai.cn,https://github.com/xiangxinai/xiangxin-guardrails/tree/main/client/xiangxinai-java,710145,xiangxinai,https://pypi.org/project/xiangxinai/,https://github.com/xiangxinai/xiangxin-guardrails
github.com/thecoldvoid/miao,728126,cn.voidnet:miao,https://github.com/TheColdVoid/MIAO,https://github.com/TheColdVoid/MIAO,357202,MIAOlib,https://github.com/TheColdVoid/MIAO,https://github.com/TheColdVoid/MIAO
github.com/moky/wormhole,740151,chat.dim:BA,https://github.com/moky/wormhole,https://github.com/moky/wormhole,674258,udp,https://github.com/moky/wormhole/,https://github.com/moky/wormhole/
github.com/lucacanali/sparkmeasure,742804,ch.cern.sparkmeasure:spark-measure_2.11,https://github.com/LucaCanali/sparkMeasure,https://github.com/LucaCanali/sparkMeasure,607555,sparkmeasure,https://pypi.org/project/sparkmeasure/,https://github.com/lucacanali/sparkMeasure
github.com/bufbuild/protoc-gen-validate,745527,build.buf.protoc-gen-validate:pgv-java,https://github.com/envoyproxy/protoc-gen-validate,https://github.com/bufbuild/protoc-gen-validate,480193,protoc-gen-validate,https://github.com/bufbuild/protoc-gen-validate,https://github.com/bufbuild/protoc-gen-validate
github.com/aehrc/variantspark,751129,au.csiro.aehrc.variant-spark:variant-spark_2.11,http://bioinformatics.csiro.au/variantspark,https://github.com/aehrc/VariantSpark,682944,variant-spark,https://bioinformatics.csiro.au/variantspark,https://github.com/aehrc/VariantSpark
github.com/polusai/filepattern,755751,ai.polus.utils:filepattern,https://github.com/PolusAI/filepattern,https://github.com/PolusAI/filepattern,212018,filepattern,https://github.com/PolusAI/filepattern,https://github.com/PolusAI/filepattern
github.com/picovoice/octopus,755880,ai.picovoice:octopus-android,https://github.com/picovoice/octopus,https://github.com/picovoice/octopus/tree/main,484891,pvoctopusdemo,https://github.com/Picovoice/octopus,https://github.com/Picovoice/octopus
github.com/picovoice/koala,755883,ai.picovoice:koala-android,https://github.com/picovoice/koala,https://github.com/picovoice/koala/tree/main,484856,pvkoalademo,https://github.com/Picovoice/koala,https://github.com/Picovoice/koala
github.com/picovoice/falcon,755884,ai.picovoice:falcon-android,https://github.com/picovoice/falcon,https://github.com/picovoice/falcon/tree/main,484832,pvfalcondemo,https://github.com/Picovoice/falcon,https://github.com/Picovoice/falcon
github.com/konduitai/konduit-serving,756638,ai.konduit.serving:konduit-serving,http://konduit.ai/,https://github.com/KonduitAI/konduit-serving/tree/master,310285,konduit,https://github.com/KonduitAI/konduit-serving,https://github.com/KonduitAI/konduit-serving
github.com/eto-ai/rikai,756946,ai.eto:rikai_2.12,https://github.com/eto-ai/rikai,https://github.com/eto-ai/rikai,558536,rikai-torchhub,https://github.com/eto-ai/rikai,https://github.com/eto-ai/rikai
github.com/databand-ai/dbnd,757176,ai.databand:dbnd-agent,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,133799,dbnd-test-scenarios,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd
github.com/echosistema/echointel-sdk,758347,online.echosistema:echointel-sdk,https://github.com/echosistema/echointel-sdk,https://github.com/echosistema/echointel-sdk/tree/main,183004,echointel,https://pypi.org/project/echointel/,https://github.com/echosistema/echointel-sdk
github.com/moonshine-ai/moonshine,759712,ai.moonshine:moonshine-voice,https://github.com/moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,679907,useful-moonshine-onnx,https://github.com/moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine
